NDO_No,Shrt_Desc,Cholestrl_(mg),Protein_(g),Energ_Kcal,Water_(g)
13858,"Beef rib small end (ribs 10-12) separable lean and fat trimmed to 1/8"" fat select cooked roasted",83.0,22.76,323.0,50.84
13856,"Beef rib small end (ribs 10-12) separable lean and fat trimmed to 1/8"" fat select raw",85.0,19.56,246.0,62.0
13394,"Beef rib small end (ribs 10-12) separable lean only trimmed to 0"" fat all grades cooked broiled",91.0,29.41,193.0,62.59
13395,"Beef rib small end (ribs 10-12) separable lean only trimmed to 0"" fat choice cooked broiled",80.0,28.04,225.0,58.7
13396,"Beef rib small end (ribs 10-12) separable lean only trimmed to 0"" fat select cooked broiled",80.0,28.04,198.0,60.3
23638,"Beef rib small end (ribs 10-12) separable lean only trimmed to 1/8"" fat all grades cooked broiled",87.0,29.58,195.0,64.27
23599,"Beef rib small end (ribs 10-12) separable lean only trimmed to 1/8"" fat all grades raw",75.0,22.33,141.0,69.95
23623,"Beef rib small end (ribs 10-12) separable lean only trimmed to 1/8"" fat choice raw",68.0,22.12,148.0,71.28
23586,"Beef rib small end (ribs 10-12) separable lean only trimmed to 1/8"" fat select cooked broiled",98.0,30.87,188.0,62.45
23582,"Beef rib small end (ribs 10-12) separable lean only trimmed to 1/8"" fat select raw",73.0,22.53,134.0,72.9
23626,"Beef rib small end (ribs 10-12) separable lean only trimmed to 1/8""fat choice cooked broiled",88.0,28.29,202.0,62.22
13825,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat all grades cooked broiled",82.0,22.42,337.0,48.47
13826,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat all grades cooked roasted",84.0,22.77,351.0,48.12
13824,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat all grades raw",70.0,16.53,306.0,55.24
13828,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat choice cooked broiled",82.0,22.26,352.0,47.33
13829,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat choice cooked roasted",84.0,22.6,365.0,46.87
13827,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat choice raw",71.0,16.34,322.0,53.85
13834,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat prime cooked broiled",85.0,21.95,386.0,44.87
13835,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat prime cooked roasted",85.0,22.57,400.0,43.4
13833,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat prime raw",72.0,16.15,355.0,51.51
13831,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat select cooked broiled",81.0,22.73,315.0,50.41
13832,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat select cooked roasted",84.0,23.1,330.0,49.9
13830,"Beef rib whole (ribs 6-12) separable lean and fat trimmed to 1/8"" fat select raw",70.0,16.75,288.0,57.48
23263,"Beef ribeye  petite roast/filet boneless separable lean only trimmed to 0"" fat all grades raw",65.0,22.66,133.0,71.57
23264,"Beef ribeye  petite roast/filet boneless separable lean only trimmed to 0"" fat choice raw",65.0,22.52,138.0,70.99
23265,"Beef ribeye  petite roast/filet boneless separable lean only trimmed to 0"" fat select raw",65.0,22.89,125.0,72.46
23266,"Beef ribeye cap steak boneless separable lean only trimmed to 0"" fat all grades cooked grilled",76.0,24.66,246.0,57.18
23269,"Beef ribeye cap steak boneless separable lean only trimmed to 0"" fat all grades raw",64.0,19.7,180.0,67.31
23267,"Beef ribeye cap steak boneless separable lean only trimmed to 0"" fat choice cooked grilled",78.0,24.24,259.0,55.8
23270,"Beef ribeye cap steak boneless separable lean only trimmed to 0"" fat choice raw",64.0,19.46,187.0,66.5
23268,"Beef ribeye cap steak boneless separable lean only trimmed to 0"" fat select cooked grilled",73.0,25.28,226.0,59.26
23271,"Beef ribeye cap steak boneless separable lean only trimmed to 0"" fat select raw",63.0,20.05,169.0,68.53
23272,"Beef ribeye filet boneless separable lean only trimmed to 0"" fat all grades cooked grilled",82.0,28.77,199.0,60.74
23273,"Beef ribeye filet boneless separable lean only trimmed to 0"" fat choice cooked grilled",82.0,28.35,208.0,59.75
23274,"Beef ribeye filet boneless separable lean only trimmed to 0"" fat select cooked grilled",82.0,29.39,186.0,62.22
23275,"Beef ribeye petite roast boneless separable lean only trimmed to 0"" fat all grades cooked roasted",85.0,28.15,178.0,63.52
23276,"Beef ribeye petite roast boneless separable lean only trimmed to 0"" fat choice cooked roasted",83.0,28.0,188.0,62.52
23277,"Beef ribeye petite roast boneless separable lean only trimmed to 0"" fat select cooked roasted",89.0,28.37,164.0,65.02
23590,"Beef round bottom round  roast separable lean only trimmed to 1/8"" fat select cooked roasted",74.0,28.45,164.0,66.61
13414,"Beef round bottom round roast separable lean only trimmed to 0"" fat select cooked roasted",76.0,28.29,169.0,65.9
13399,"Beef round bottom round roast separable lean and fat trimmed to 0"" fat all grades cooked roasted",79.0,27.42,187.0,64.46
13402,"Beef round bottom round roast separable lean and fat trimmed to 0"" fat choice cooked roasted",81.0,26.76,199.0,63.54
13405,"Beef round bottom round roast separable lean and fat trimmed to 0"" fat select cooked roasted",77.0,28.08,175.0,65.37
13870,"Beef round bottom round roast separable lean and fat trimmed to 1/8"" fat all grades cooked roasted",85.0,26.41,218.0,61.6
13873,"Beef round bottom round roast separable lean and fat trimmed to 1/8"" fat choice cooked roasted",86.0,26.05,223.0,61.09
13876,"Beef round bottom round roast separable lean and fat trimmed to 1/8"" fat select cooked roasted",84.0,26.77,212.0,62.1
13408,"Beef round bottom round roast separable lean only trimmed to 0"" fat all grades cooked roasted",77.0,27.76,177.0,65.37
13411,"Beef round bottom round roast separable lean only trimmed to 0"" fat choice cooked roasted",78.0,27.23,185.0,64.83
23604,"Beef round bottom round roast separable lean only trimmed to 1/8"" fat all grades cooked",76.0,28.0,163.0,65.93
23594,"Beef round bottom round roast separable lean only trimmed to 1/8"" fat all grades raw",61.0,22.19,128.0,72.58
23619,"Beef round bottom round roast separable lean only trimmed to 1/8"" fat choice cooked roasted",77.0,27.56,179.0,65.26
23618,"Beef round bottom round roast separable lean only trimmed to 1/8"" fat choice raw",62.0,22.22,140.0,71.99
23637,"Beef round bottom round roast separable lean only trimmed to 1/8"" fat select raw",59.0,22.18,128.0,73.17
13398,"Beef round bottom round steak separable lean and fat trimmed to 0"" fat all grades cooked braised",95.0,33.56,223.0,57.33
13401,"Beef round bottom round steak separable lean and fat trimmed to 0"" fat choice cooked braised",96.0,32.73,230.0,56.74
13404,"Beef round bottom round steak separable lean and fat trimmed to 0"" fat select cooked braised",93.0,34.39,217.0,57.92
13869,"Beef round bottom round steak separable lean and fat trimmed to 1/8"" fat all grades cooked braised",100.0,32.76,247.0,54.97
13868,"Beef round bottom round steak separable lean and fat trimmed to 1/8"" fat all grades raw",73.0,20.7,192.0,66.88
13872,"Beef round bottom round steak separable lean and fat trimmed to 1/8"" fat choice cooked braised",101.0,32.85,254.0,54.27
13871,"Beef round bottom round steak separable lean and fat trimmed to 1/8"" fat choice raw",75.0,20.71,198.0,66.32
13875,"Beef round bottom round steak separable lean and fat trimmed to 1/8"" fat select cooked braised",98.0,32.67,240.0,55.67
13874,"Beef round bottom round steak separable lean and fat trimmed to 1/8"" fat select raw",72.0,20.68,187.0,67.44
13407,"Beef round bottom round steak separable lean only trimmed to 0"" fat all grades cooked braised",93.0,34.0,214.0,58.09
13410,"Beef round bottom round steak separable lean only trimmed to 0"" fat choice cooked braised",95.0,33.08,223.0,57.36
13413,"Beef round bottom round steak separable lean only trimmed to 0"" fat select cooked braised",91.0,34.93,206.0,58.82
23605,"Beef round bottom round steak separable lean only trimmed to 1/8"" fat all grades cooked braised",94.0,34.34,216.0,57.54
23622,"Beef round bottom round steak separable lean only trimmed to 1/8"" fat choice cooked braised",97.0,34.22,228.0,56.44
23593,"Beef round bottom round steak separable lean only trimmed to 1/8"" fat select cooked braised",92.0,34.46,205.0,58.64
13415,"Beef round eye of round roast boneless separable lean and fat trimmed to 0"" fat all grades cooked roasted",76.0,29.66,167.0,65.05
23330,"Beef round eye of round roast boneless separable lean and fat trimmed to 0"" fat all grades raw",60.0,23.27,124.0,73.09
13416,"Beef round eye of round roast boneless separable lean and fat trimmed to 0"" fat choice cooked roasted",74.0,29.79,171.0,64.5
23331,"Beef round eye of round roast boneless separable lean and fat trimmed to 0"" fat choice raw",58.0,23.26,127.0,72.88
13417,"Beef round eye of round roast boneless separable lean and fat trimmed to 0"" fat select cooked roasted",79.0,29.45,162.0,65.92
23332,"Beef round eye of round roast boneless separable lean and fat trimmed to 0"" fat select raw",62.0,23.28,120.0,73.4
13418,"Beef round eye of round roast boneless separable lean only trimmed to 0"" fat all grades cooked roasted",76.0,29.85,163.0,65.35
23360,"Beef round eye of round roast boneless separable lean only trimmed to 0"" fat all grades raw",60.0,23.37,121.0,73.43
13419,"Beef round eye of round roast boneless separable lean only trimmed to 0"" fat choice cooked roasted",74.0,29.94,166.0,64.83
23361,"Beef round eye of round roast boneless separable lean only trimmed to 0"" fat choice raw",58.0,23.35,124.0,73.18
13420,"Beef round eye of round roast boneless separable lean only trimmed to 0"" fat select cooked roasted",79.0,29.52,157.0,66.2
23362,"Beef round eye of round roast boneless separable lean only trimmed to 0"" fat select raw",62.0,23.41,116.0,73.81
23334,"Beef round eye of round steak boneless separable lean and fat trimmed to 0"" fat choice raw",58.0,23.24,127.0,72.81
23351,"Beef round eye of round steak boneless separable lean and fat trimmed to 0"" fat all grades cooked grilled",78.0,29.66,159.0,65.06
23333,"Beef round eye of round steak boneless separable lean and fat trimmed to 0"" fat all grades raw",60.0,23.26,124.0,73.07
23352,"Beef round eye of round steak boneless separable lean and fat trimmed to 0"" fat choice cooked grilled",76.0,29.79,163.0,64.5
23353,"Beef round eye of round steak boneless separable lean and fat trimmed to 0"" fat select cooked grilled",81.0,29.47,154.0,65.92
23335,"Beef round eye of round steak boneless separable lean and fat trimmed to 0"" fat select raw",62.0,23.3,120.0,73.46
23381,"Beef round eye of round steak boneless separable lean only trimmed to 0"" fat all grades cooked grilled",78.0,29.85,155.0,65.35
23363,"Beef round eye of round steak boneless separable lean only trimmed to 0"" fat all grades raw",60.0,23.37,121.0,73.43
23382,"Beef round eye of round steak boneless separable lean only trimmed to 0"" fat choice cooked grilled",76.0,29.94,158.0,64.83
23364,"Beef round eye of round steak boneless separable lean only trimmed to 0"" fat choice raw",58.0,23.35,124.0,73.18
23383,"Beef round eye of round steak boneless separable lean only trimmed to 0"" fat select cooked grilled",81.0,29.52,149.0,66.2
23365,"Beef round eye of round steak boneless separable lean only trimmed to 0"" fat select raw",62.0,23.41,116.0,73.81
13878,"Beef round eye of round roast separable lean and fat trimmed to 1/8"" fat all grades cooked roasted",84.0,28.31,208.0,61.97
13877,"Beef round eye of round roast separable lean and fat trimmed to 1/8"" fat all grades raw",68.0,21.49,166.0,69.31
13880,"Beef round eye of round roast separable lean and fat trimmed to 1/8"" fat choice cooked roasted",86.0,28.48,212.0,61.36
13879,"Beef round eye of round roast separable lean and fat trimmed to 1/8"" fat choice raw",70.0,21.68,173.0,68.57
13882,"Beef round eye of round roast separable lean and fat trimmed to 1/8"" fat select cooked roasted",83.0,28.13,204.0,62.58
13881,"Beef round eye of round roast separable lean and fat trimmed to 1/8"" fat select raw",66.0,21.3,159.0,70.06
23598,"Beef round eye of round roast separable lean only trimmed to 1/8"" fat all grades cooked roasted",76.0,29.73,169.0,65.52
23597,"Beef round eye of round roast separable lean only trimmed to 1/8"" fat all grades raw",59.0,22.6,124.0,73.43
23620,"Beef round eye of round roast separable lean only trimmed to 1/8"" fat choice cooked roasted",78.0,29.87,175.0,64.73
23616,"Beef round eye of round roast separable lean only trimmed to 1/8"" fat choice raw",60.0,22.88,128.0,72.89
23591,"Beef round eye of round roast separable lean only trimmed to 1/8"" fat select cooked roasted",75.0,29.59,163.0,66.31
23635,"Beef round eye of round roast separable lean only trimmed to 1/8"" fat select raw",58.0,22.31,119.0,73.97
13865,"Beef round full cut separable lean and fat trimmed to 1/8"" fat choice cooked broiled",79.0,27.54,235.0,56.73
13864,"Beef round full cut separable lean and fat trimmed to 1/8"" fat choice raw",62.0,20.56,195.0,65.44
13867,"Beef round full cut separable lean and fat trimmed to 1/8"" fat select cooked broiled",79.0,27.58,218.0,58.49
13866,"Beef round full cut separable lean and fat trimmed to 1/8"" fat select raw",62.0,20.56,184.0,66.62
13156,"Beef round full cut separable lean only trimmed to 1/4"" fat choice cooked broiled",78.0,29.21,191.0,60.5
13158,"Beef round full cut separable lean only trimmed to 1/4"" fat select cooked broiled",78.0,29.25,172.0,62.44
23062,"Beef round knuckle tip center steak separable lean and fat trimmed to 0"" fat all grades cooked grilled",77.0,27.12,177.0,65.46
23061,"Beef round knuckle tip center steak separable lean and fat trimmed to 0"" fat all grades raw",59.0,20.93,143.0,72.45
23046,"Beef round knuckle tip center steak separable lean and fat trimmed to 0"" fat choice cooked grilled",75.0,26.88,188.0,64.53
23045,"Beef round knuckle tip center steak separable lean and fat trimmed to 0"" fat choice raw",58.0,20.74,150.0,72.05
23048,"Beef round knuckle tip center steak separable lean and fat trimmed to 0"" fat select cooked grilled",74.0,26.61,162.0,67.13
23047,"Beef round knuckle tip center steak separable lean and fat trimmed to 0"" fat select raw",59.0,20.98,137.0,72.72
23032,"Beef round knuckle tip side steak separable lean and fat  trimmed to 0"" fat select raw",61.0,21.96,124.0,73.52
23056,"Beef round knuckle tip side steak separable lean and fat trimmed to 0"" fat all grades cooked grilled",80.0,29.08,168.0,65.68
23055,"Beef round knuckle tip side steak separable lean and fat trimmed to 0"" fat all grades raw",61.0,21.69,129.0,73.25
23031,"Beef round knuckle tip side steak separable lean and fat trimmed to 0"" fat choice cooked grilled",82.0,28.79,174.0,65.1
23030,"Beef round knuckle tip side steak separable lean and fat trimmed to 0"" fat choice raw",61.0,21.41,133.0,73.0
23033,"Beef round knuckle tip side steak separable lean and fat trimmed to 0"" fat select cooked grilled",78.0,29.24,160.0,66.28
23064,"Beef round outside round bottom round steak separable lean and fat trimmed to 0"" fat all grades cooked grilled",77.0,27.52,182.0,64.28
23063,"Beef round outside round bottom round steak separable lean and fat trimmed to 0"" fat all grades raw",61.0,21.59,142.0,72.19
23050,"Beef round outside round bottom round steak separable lean and fat trimmed to 0"" fat choice cooked grilled",78.0,27.22,191.0,63.35
23049,"Beef round outside round bottom round steak separable lean and fat trimmed to 0"" fat choice raw",61.0,21.24,150.0,71.51
23052,"Beef round outside round bottom round steak separable lean and fat trimmed to 0"" fat select cooked grilled",75.0,28.01,166.0,65.76
23051,"Beef round outside round bottom round steak separable lean and fat trimmed to 0"" fat select raw",61.0,22.15,129.0,73.28
